skeleton	fscore	ions
Cinchona	0.9524	159.065_nl|165.115_nl|153.115_nl|77.0819_nl|106.0651_frag|181.0838_frag|136.1118_frag|180.0853_frag|108.0804_frag|143.0731_frag|167.0723_frag|134.0955_frag|144.0774_frag|122.096_frag|154.0655_frag|155.0713_frag|120.0767_frag|105.0688_frag|130.0665_frag|142.0645_frag|115.0535_frag
Cinchona	0.9524	129.055_frag|136.115_nl|165.115_nl|153.115_nl|77.0819_nl|106.0651_frag|181.0838_frag|136.1118_frag|180.0853_frag|108.0804_frag|143.0731_frag|167.0723_frag|134.0955_frag|144.0774_frag|122.096_frag|154.0655_frag|155.0713_frag|120.0767_frag|105.0688_frag|130.0665_frag|142.0645_frag|115.0535_frag
Cinchona	0.9524	129.055_frag|159.075_nl|165.115_nl|153.115_nl|77.0819_nl|106.0651_frag|181.0838_frag|136.1118_frag|180.0853_frag|108.0804_frag|143.0731_frag|167.0723_frag|134.0955_frag|144.0774_frag|122.096_frag|154.0655_frag|155.0713_frag|120.0767_frag|105.0688_frag|130.0665_frag|142.0645_frag|115.0535_frag
Cinchona	0.9524	129.055_frag|74.075_nl|165.115_nl|153.115_nl|77.0819_nl|106.0651_frag|181.0838_frag|136.1118_frag|180.0853_frag|108.0804_frag|143.0731_frag|167.0723_frag|134.0955_frag|144.0774_frag|122.096_frag|154.0655_frag|155.0713_frag|120.0767_frag|105.0688_frag|130.0665_frag|142.0645_frag|115.0535_frag
Cinchona	0.9524	129.055_frag|114.105_nl|165.115_nl|153.115_nl|77.0819_nl|106.0651_frag|181.0838_frag|136.1118_frag|180.0853_frag|108.0804_frag|143.0731_frag|167.0723_frag|134.0955_frag|144.0774_frag|122.096_frag|154.0655_frag|155.0713_frag|120.0767_frag|105.0688_frag|130.0665_frag|142.0645_frag|115.0535_frag
Cinchona	0.9524	129.055_frag|159.065_nl|165.115_nl|153.115_nl|77.0819_nl|106.0651_frag|181.0838_frag|136.1118_frag|180.0853_frag|108.0804_frag|143.0731_frag|167.0723_frag|134.0955_frag|144.0774_frag|122.096_frag|154.0655_frag|155.0713_frag|120.0767_frag|105.0688_frag|130.0665_frag|142.0645_frag|115.0535_frag
Cinchona	0.9524	136.115_nl|159.075_nl|165.115_nl|153.115_nl|77.0819_nl|106.0651_frag|181.0838_frag|136.1118_frag|180.0853_frag|108.0804_frag|143.0731_frag|167.0723_frag|134.0955_frag|144.0774_frag|122.096_frag|154.0655_frag|155.0713_frag|120.0767_frag|105.0688_frag|130.0665_frag|142.0645_frag|115.0535_frag
Cinchona	0.9524	136.115_nl|74.075_nl|165.115_nl|153.115_nl|77.0819_nl|106.0651_frag|181.0838_frag|136.1118_frag|180.0853_frag|108.0804_frag|143.0731_frag|167.0723_frag|134.0955_frag|144.0774_frag|122.096_frag|154.0655_frag|155.0713_frag|120.0767_frag|105.0688_frag|130.0665_frag|142.0645_frag|115.0535_frag
Cinchona	0.9524	136.115_nl|114.105_nl|165.115_nl|153.115_nl|77.0819_nl|106.0651_frag|181.0838_frag|136.1118_frag|180.0853_frag|108.0804_frag|143.0731_frag|167.0723_frag|134.0955_frag|144.0774_frag|122.096_frag|154.0655_frag|155.0713_frag|120.0767_frag|105.0688_frag|130.0665_frag|142.0645_frag|115.0535_frag
Cinchona	0.9524	136.115_nl|159.065_nl|165.115_nl|153.115_nl|77.0819_nl|106.0651_frag|181.0838_frag|136.1118_frag|180.0853_frag|108.0804_frag|143.0731_frag|167.0723_frag|134.0955_frag|144.0774_frag|122.096_frag|154.0655_frag|155.0713_frag|120.0767_frag|105.0688_frag|130.0665_frag|142.0645_frag|115.0535_frag
Cinchona	0.9524	159.075_nl|74.075_nl|165.115_nl|153.115_nl|77.0819_nl|106.0651_frag|181.0838_frag|136.1118_frag|180.0853_frag|108.0804_frag|143.0731_frag|167.0723_frag|134.0955_frag|144.0774_frag|122.096_frag|154.0655_frag|155.0713_frag|120.0767_frag|105.0688_frag|130.0665_frag|142.0645_frag|115.0535_frag
Cinchona	0.9524	159.075_nl|114.105_nl|165.115_nl|153.115_nl|77.0819_nl|106.0651_frag|181.0838_frag|136.1118_frag|180.0853_frag|108.0804_frag|143.0731_frag|167.0723_frag|134.0955_frag|144.0774_frag|122.096_frag|154.0655_frag|155.0713_frag|120.0767_frag|105.0688_frag|130.0665_frag|142.0645_frag|115.0535_frag
Cinchona	0.9524	159.075_nl|159.065_nl|165.115_nl|153.115_nl|77.0819_nl|106.0651_frag|181.0838_frag|136.1118_frag|180.0853_frag|108.0804_frag|143.0731_frag|167.0723_frag|134.0955_frag|144.0774_frag|122.096_frag|154.0655_frag|155.0713_frag|120.0767_frag|105.0688_frag|130.0665_frag|142.0645_frag|115.0535_frag
Cinchona	0.9524	74.075_nl|159.065_nl|165.115_nl|153.115_nl|77.0819_nl|106.0651_frag|181.0838_frag|136.1118_frag|180.0853_frag|108.0804_frag|143.0731_frag|167.0723_frag|134.0955_frag|144.0774_frag|122.096_frag|154.0655_frag|155.0713_frag|120.0767_frag|105.0688_frag|130.0665_frag|142.0645_frag|115.0535_frag
Cinchona	0.9524	114.105_nl|159.065_nl|165.115_nl|153.115_nl|77.0819_nl|106.0651_frag|181.0838_frag|136.1118_frag|180.0853_frag|108.0804_frag|143.0731_frag|167.0723_frag|134.0955_frag|144.0774_frag|122.096_frag|154.0655_frag|155.0713_frag|120.0767_frag|105.0688_frag|130.0665_frag|142.0645_frag|115.0535_frag
Cinchona	0.9524	129.055_frag|136.115_nl|159.075_nl|165.115_nl|153.115_nl|77.0819_nl|106.0651_frag|181.0838_frag|136.1118_frag|180.0853_frag|108.0804_frag|143.0731_frag|167.0723_frag|134.0955_frag|144.0774_frag|122.096_frag|154.0655_frag|155.0713_frag|120.0767_frag|105.0688_frag|130.0665_frag|142.0645_frag|115.0535_frag
Cinchona	0.9524	129.055_frag|136.115_nl|74.075_nl|165.115_nl|153.115_nl|77.0819_nl|106.0651_frag|181.0838_frag|136.1118_frag|180.0853_frag|108.0804_frag|143.0731_frag|167.0723_frag|134.0955_frag|144.0774_frag|122.096_frag|154.0655_frag|155.0713_frag|120.0767_frag|105.0688_frag|130.0665_frag|142.0645_frag|115.0535_frag
Cinchona	0.9524	129.055_frag|136.115_nl|114.105_nl|165.115_nl|153.115_nl|77.0819_nl|106.0651_frag|181.0838_frag|136.1118_frag|180.0853_frag|108.0804_frag|143.0731_frag|167.0723_frag|134.0955_frag|144.0774_frag|122.096_frag|154.0655_frag|155.0713_frag|120.0767_frag|105.0688_frag|130.0665_frag|142.0645_frag|115.0535_frag
Cinchona	0.9524	129.055_frag|136.115_nl|159.065_nl|165.115_nl|153.115_nl|77.0819_nl|106.0651_frag|181.0838_frag|136.1118_frag|180.0853_frag|108.0804_frag|143.0731_frag|167.0723_frag|134.0955_frag|144.0774_frag|122.096_frag|154.0655_frag|155.0713_frag|120.0767_frag|105.0688_frag|130.0665_frag|142.0645_frag|115.0535_frag
Cinchona	0.9524	129.055_frag|159.075_nl|74.075_nl|165.115_nl|153.115_nl|77.0819_nl|106.0651_frag|181.0838_frag|136.1118_frag|180.0853_frag|108.0804_frag|143.0731_frag|167.0723_frag|134.0955_frag|144.0774_frag|122.096_frag|154.0655_frag|155.0713_frag|120.0767_frag|105.0688_frag|130.0665_frag|142.0645_frag|115.0535_frag
Cinchona	0.9524	129.055_frag|159.075_nl|114.105_nl|165.115_nl|153.115_nl|77.0819_nl|106.0651_frag|181.0838_frag|136.1118_frag|180.0853_frag|108.0804_frag|143.0731_frag|167.0723_frag|134.0955_frag|144.0774_frag|122.096_frag|154.0655_frag|155.0713_frag|120.0767_frag|105.0688_frag|130.0665_frag|142.0645_frag|115.0535_frag
Cinchona	0.9524	129.055_frag|159.075_nl|159.065_nl|165.115_nl|153.115_nl|77.0819_nl|106.0651_frag|181.0838_frag|136.1118_frag|180.0853_frag|108.0804_frag|143.0731_frag|167.0723_frag|134.0955_frag|144.0774_frag|122.096_frag|154.0655_frag|155.0713_frag|120.0767_frag|105.0688_frag|130.0665_frag|142.0645_frag|115.0535_frag
Cinchona	0.9524	129.055_frag|74.075_nl|114.105_nl|165.115_nl|153.115_nl|77.0819_nl|106.0651_frag|181.0838_frag|136.1118_frag|180.0853_frag|108.0804_frag|143.0731_frag|167.0723_frag|134.0955_frag|144.0774_frag|122.096_frag|154.0655_frag|155.0713_frag|120.0767_frag|105.0688_frag|130.0665_frag|142.0645_frag|115.0535_frag
Cinchona	0.9524	129.055_frag|74.075_nl|159.065_nl|165.115_nl|153.115_nl|77.0819_nl|106.0651_frag|181.0838_frag|136.1118_frag|180.0853_frag|108.0804_frag|143.0731_frag|167.0723_frag|134.0955_frag|144.0774_frag|122.096_frag|154.0655_frag|155.0713_frag|120.0767_frag|105.0688_frag|130.0665_frag|142.0645_frag|115.0535_frag
Cinchona	0.9524	129.055_frag|114.105_nl|159.065_nl|165.115_nl|153.115_nl|77.0819_nl|106.0651_frag|181.0838_frag|136.1118_frag|180.0853_frag|108.0804_frag|143.0731_frag|167.0723_frag|134.0955_frag|144.0774_frag|122.096_frag|154.0655_frag|155.0713_frag|120.0767_frag|105.0688_frag|130.0665_frag|142.0645_frag|115.0535_frag
Cinchona	0.9524	136.115_nl|159.075_nl|74.075_nl|165.115_nl|153.115_nl|77.0819_nl|106.0651_frag|181.0838_frag|136.1118_frag|180.0853_frag|108.0804_frag|143.0731_frag|167.0723_frag|134.0955_frag|144.0774_frag|122.096_frag|154.0655_frag|155.0713_frag|120.0767_frag|105.0688_frag|130.0665_frag|142.0645_frag|115.0535_frag
Cinchona	0.9524	136.115_nl|159.075_nl|114.105_nl|165.115_nl|153.115_nl|77.0819_nl|106.0651_frag|181.0838_frag|136.1118_frag|180.0853_frag|108.0804_frag|143.0731_frag|167.0723_frag|134.0955_frag|144.0774_frag|122.096_frag|154.0655_frag|155.0713_frag|120.0767_frag|105.0688_frag|130.0665_frag|142.0645_frag|115.0535_frag
Cinchona	0.9524	136.115_nl|159.075_nl|159.065_nl|165.115_nl|153.115_nl|77.0819_nl|106.0651_frag|181.0838_frag|136.1118_frag|180.0853_frag|108.0804_frag|143.0731_frag|167.0723_frag|134.0955_frag|144.0774_frag|122.096_frag|154.0655_frag|155.0713_frag|120.0767_frag|105.0688_frag|130.0665_frag|142.0645_frag|115.0535_frag
Cinchona	0.9524	136.115_nl|74.075_nl|114.105_nl|165.115_nl|153.115_nl|77.0819_nl|106.0651_frag|181.0838_frag|136.1118_frag|180.0853_frag|108.0804_frag|143.0731_frag|167.0723_frag|134.0955_frag|144.0774_frag|122.096_frag|154.0655_frag|155.0713_frag|120.0767_frag|105.0688_frag|130.0665_frag|142.0645_frag|115.0535_frag
Cinchona	0.9524	136.115_nl|74.075_nl|159.065_nl|165.115_nl|153.115_nl|77.0819_nl|106.0651_frag|181.0838_frag|136.1118_frag|180.0853_frag|108.0804_frag|143.0731_frag|167.0723_frag|134.0955_frag|144.0774_frag|122.096_frag|154.0655_frag|155.0713_frag|120.0767_frag|105.0688_frag|130.0665_frag|142.0645_frag|115.0535_frag
Cinchona	0.9524	136.115_nl|114.105_nl|159.065_nl|165.115_nl|153.115_nl|77.0819_nl|106.0651_frag|181.0838_frag|136.1118_frag|180.0853_frag|108.0804_frag|143.0731_frag|167.0723_frag|134.0955_frag|144.0774_frag|122.096_frag|154.0655_frag|155.0713_frag|120.0767_frag|105.0688_frag|130.0665_frag|142.0645_frag|115.0535_frag
Cinchona	0.9524	159.075_nl|74.075_nl|114.105_nl|165.115_nl|153.115_nl|77.0819_nl|106.0651_frag|181.0838_frag|136.1118_frag|180.0853_frag|108.0804_frag|143.0731_frag|167.0723_frag|134.0955_frag|144.0774_frag|122.096_frag|154.0655_frag|155.0713_frag|120.0767_frag|105.0688_frag|130.0665_frag|142.0645_frag|115.0535_frag
Cinchona	0.9524	159.075_nl|74.075_nl|159.065_nl|165.115_nl|153.115_nl|77.0819_nl|106.0651_frag|181.0838_frag|136.1118_frag|180.0853_frag|108.0804_frag|143.0731_frag|167.0723_frag|134.0955_frag|144.0774_frag|122.096_frag|154.0655_frag|155.0713_frag|120.0767_frag|105.0688_frag|130.0665_frag|142.0645_frag|115.0535_frag
Cinchona	0.9524	159.075_nl|114.105_nl|159.065_nl|165.115_nl|153.115_nl|77.0819_nl|106.0651_frag|181.0838_frag|136.1118_frag|180.0853_frag|108.0804_frag|143.0731_frag|167.0723_frag|134.0955_frag|144.0774_frag|122.096_frag|154.0655_frag|155.0713_frag|120.0767_frag|105.0688_frag|130.0665_frag|142.0645_frag|115.0535_frag
Cinchona	0.9524	74.075_nl|114.105_nl|159.065_nl|165.115_nl|153.115_nl|77.0819_nl|106.0651_frag|181.0838_frag|136.1118_frag|180.0853_frag|108.0804_frag|143.0731_frag|167.0723_frag|134.0955_frag|144.0774_frag|122.096_frag|154.0655_frag|155.0713_frag|120.0767_frag|105.0688_frag|130.0665_frag|142.0645_frag|115.0535_frag
Cinchona	0.9524	129.055_frag|136.115_nl|159.075_nl|74.075_nl|165.115_nl|153.115_nl|77.0819_nl|106.0651_frag|181.0838_frag|136.1118_frag|180.0853_frag|108.0804_frag|143.0731_frag|167.0723_frag|134.0955_frag|144.0774_frag|122.096_frag|154.0655_frag|155.0713_frag|120.0767_frag|105.0688_frag|130.0665_frag|142.0645_frag|115.0535_frag
Cinchona	0.9524	129.055_frag|136.115_nl|159.075_nl|114.105_nl|165.115_nl|153.115_nl|77.0819_nl|106.0651_frag|181.0838_frag|136.1118_frag|180.0853_frag|108.0804_frag|143.0731_frag|167.0723_frag|134.0955_frag|144.0774_frag|122.096_frag|154.0655_frag|155.0713_frag|120.0767_frag|105.0688_frag|130.0665_frag|142.0645_frag|115.0535_frag
Cinchona	0.9524	129.055_frag|136.115_nl|159.075_nl|159.065_nl|165.115_nl|153.115_nl|77.0819_nl|106.0651_frag|181.0838_frag|136.1118_frag|180.0853_frag|108.0804_frag|143.0731_frag|167.0723_frag|134.0955_frag|144.0774_frag|122.096_frag|154.0655_frag|155.0713_frag|120.0767_frag|105.0688_frag|130.0665_frag|142.0645_frag|115.0535_frag
Cinchona	0.9524	129.055_frag|136.115_nl|74.075_nl|114.105_nl|165.115_nl|153.115_nl|77.0819_nl|106.0651_frag|181.0838_frag|136.1118_frag|180.0853_frag|108.0804_frag|143.0731_frag|167.0723_frag|134.0955_frag|144.0774_frag|122.096_frag|154.0655_frag|155.0713_frag|120.0767_frag|105.0688_frag|130.0665_frag|142.0645_frag|115.0535_frag
Cinchona	0.9524	129.055_frag|136.115_nl|74.075_nl|159.065_nl|165.115_nl|153.115_nl|77.0819_nl|106.0651_frag|181.0838_frag|136.1118_frag|180.0853_frag|108.0804_frag|143.0731_frag|167.0723_frag|134.0955_frag|144.0774_frag|122.096_frag|154.0655_frag|155.0713_frag|120.0767_frag|105.0688_frag|130.0665_frag|142.0645_frag|115.0535_frag
Cinchona	0.9524	129.055_frag|136.115_nl|114.105_nl|159.065_nl|165.115_nl|153.115_nl|77.0819_nl|106.0651_frag|181.0838_frag|136.1118_frag|180.0853_frag|108.0804_frag|143.0731_frag|167.0723_frag|134.0955_frag|144.0774_frag|122.096_frag|154.0655_frag|155.0713_frag|120.0767_frag|105.0688_frag|130.0665_frag|142.0645_frag|115.0535_frag
Cinchona	0.9524	129.055_frag|159.075_nl|74.075_nl|114.105_nl|165.115_nl|153.115_nl|77.0819_nl|106.0651_frag|181.0838_frag|136.1118_frag|180.0853_frag|108.0804_frag|143.0731_frag|167.0723_frag|134.0955_frag|144.0774_frag|122.096_frag|154.0655_frag|155.0713_frag|120.0767_frag|105.0688_frag|130.0665_frag|142.0645_frag|115.0535_frag
Cinchona	0.9524	129.055_frag|159.075_nl|74.075_nl|159.065_nl|165.115_nl|153.115_nl|77.0819_nl|106.0651_frag|181.0838_frag|136.1118_frag|180.0853_frag|108.0804_frag|143.0731_frag|167.0723_frag|134.0955_frag|144.0774_frag|122.096_frag|154.0655_frag|155.0713_frag|120.0767_frag|105.0688_frag|130.0665_frag|142.0645_frag|115.0535_frag
Cinchona	0.9524	129.055_frag|159.075_nl|114.105_nl|159.065_nl|165.115_nl|153.115_nl|77.0819_nl|106.0651_frag|181.0838_frag|136.1118_frag|180.0853_frag|108.0804_frag|143.0731_frag|167.0723_frag|134.0955_frag|144.0774_frag|122.096_frag|154.0655_frag|155.0713_frag|120.0767_frag|105.0688_frag|130.0665_frag|142.0645_frag|115.0535_frag
Cinchona	0.9524	129.055_frag|74.075_nl|114.105_nl|159.065_nl|165.115_nl|153.115_nl|77.0819_nl|106.0651_frag|181.0838_frag|136.1118_frag|180.0853_frag|108.0804_frag|143.0731_frag|167.0723_frag|134.0955_frag|144.0774_frag|122.096_frag|154.0655_frag|155.0713_frag|120.0767_frag|105.0688_frag|130.0665_frag|142.0645_frag|115.0535_frag
